Wall time,Step,Value
1789280647.369962,640,-5891.0625
1789280688.966076,960,-5882.375
1789280710.417854,1120,-5876.75
1789280756.686624,1440,-5903.361328125
1789280799.5927951,1760,-5896.04541015625
1789280820.7820795,1920,-5886.0
1789280863.445063,2240,-5887.4287109375
1789280884.5463042,2400,-5888.216796875
1789280905.7622144,2560,-5889.078125
1789280926.9234433,2720,-5895.38232421875
1789280948.1219282,2880,-5896.013671875
1789280969.5833795,3040,-5900.96044921875
1789280991.225373,3200,-5898.96240234375
1789281011.9982898,3360,-5894.78564453125
1789281054.3698885,3680,-5900.7607421875
1789281096.7100883,4000,-5897.009765625
1789281118.155939,4160,-5903.2998046875
1789281223.9860702,4960,-5895.7998046875
1789281244.7005284,5120,-5901.64990234375
1789281288.1662953,5440,-5890.009765625
1789281309.2109406,5600,-5884.759765625
1789281351.1983445,5920,-5891.740234375
1789281415.2315185,6400,-5886.6201171875
1789281436.0608978,6560,-5884.60986328125
1789281478.7753031,6880,-5882.47998046875
1789281499.6717315,7040,-5876.56005859375
1789281520.4907563,7200,-5865.14990234375
1789281541.5272622,7360,-5860.43017578125
1789281583.4501023,7680,-5849.89013671875
1789281624.8788188,8000,-5843.41015625
1789281646.0937939,8160,-5839.6298828125
1789281709.1364324,8640,-5846.2900390625
1789281730.0657902,8800,-5839.97021484375
1789281750.9134052,8960,-5838.56005859375
1789281771.840395,9120,-5834.0
1789281792.962325,9280,-5832.919921875
1789281856.4060311,9760,-5840.39013671875
1789281877.6278486,9920,-5839.08984375
1789281919.9501007,10240,-5840.1298828125
1789281961.4430938,10560,-5847.8798828125
1789281982.692216,10720,-5853.3701171875
1789282004.4108987,10880,-5848.5498046875
1789282025.9982426,11040,-5848.7099609375
1789282047.8048363,11200,-5859.669921875
1789282090.2329078,11520,-5871.169921875
1789282111.761569,11680,-5872.330078125
1789282133.2958448,11840,-5878.7998046875
1789282155.0041492,12000,-5879.97021484375
1789282196.8933194,12320,-5874.2998046875
1789282239.772739,12640,-5875.52001953125
1789282261.0394404,12800,-5883.60986328125
1789282303.0484269,13120,-5883.31982421875
1789282366.0729752,13600,-5884.35986328125
1789282386.938424,13760,-5880.43017578125
1789282407.8632767,13920,-5881.9501953125
1789282429.0333035,14080,-5875.47021484375
1789282450.4383595,14240,-5877.22998046875
1789282471.0302267,14400,-5874.31005859375
1789282576.5877285,15200,-5857.2099609375
1789282682.5021868,16000,-5856.22021484375
1789282744.7039697,16480,-5851.89013671875
1789282787.6852088,16800,-5859.419921875
1789282808.5404966,16960,-5849.52001953125
1789282830.1579804,17120,-5848.93017578125
1789282977.020637,18240,-5853.9599609375
1789283038.8421326,18720,-5857.27001953125
1789283081.451834,19040,-5860.990234375
1789283102.9237635,19200,-5867.419921875
1789283124.2763536,19360,-5862.0
1789283208.8547564,20000,-5856.759765625
1789283229.9434688,20160,-5858.89013671875
1789283251.2456129,20320,-5865.97021484375
1789283313.8706496,20800,-5860.759765625
1789283334.690573,20960,-5867.81005859375
1789283396.99342,21440,-5869.7900390625
1789283479.9806428,22080,-5841.43017578125
1789283521.0721607,22400,-5832.259765625
1789283562.9024105,22720,-5833.47998046875
1789283584.1179998,22880,-5826.740234375
1789283604.767893,23040,-5830.830078125
1789283625.6286259,23200,-5831.89013671875
1789283646.1383479,23360,-5832.31005859375
1789283666.6632197,23520,-5827.7099609375
1789283708.0462162,23840,-5824.35009765625
1789283749.2360342,24160,-5819.0498046875
1789283812.3015692,24640,-5806.56005859375
1789283833.6137724,24800,-5806.259765625
1789283854.0386486,24960,-5800.52001953125
1789283895.6235716,25280,-5795.35009765625
1789283917.189544,25440,-5797.39990234375
1789283938.190056,25600,-5793.68994140625
1789283980.7151988,25920,-5799.93017578125
1789284002.0483181,26080,-5802.66015625
1789284044.101947,26400,-5817.06005859375
1789284066.1860034,26560,-5808.25
1789284107.822745,26880,-5815.240234375
1789284128.4308853,27040,-5814.27001953125
1789284148.940893,27200,-5810.740234375
1789284190.3287263,27520,-5802.6298828125
1789284273.69674,28160,-5818.52978515625
1789284294.3890212,28320,-5819.580078125
1789284315.7904215,28480,-5823.759765625
1789284336.5938818,28640,-5816.85986328125
1789284377.9972537,28960,-5827.89013671875
1789284398.4710686,29120,-5817.06005859375
1789284441.823998,29440,-5825.41015625
1789284482.9245207,29760,-5820.2900390625
1789284503.7952914,29920,-5817.56005859375
1789284524.532625,30080,-5819.009765625
1789284545.1144552,30240,-5816.52978515625
1789284586.501457,30560,-5817.5
1789284607.0963655,30720,-5805.669921875
1789284752.9633093,31840,-5799.52978515625
1789284836.6952727,32480,-5780.419921875
1789284920.196397,33120,-5770.60986328125
1789284940.8217432,33280,-5767.97021484375
1789284962.010881,33440,-5767.25
1789285044.5719075,34080,-5760.47021484375
1789285065.0690665,34240,-5755.64990234375
1789285085.5774693,34400,-5746.06982421875
1789285106.6517847,34560,-5747.77978515625
1789285169.002935,35040,-5749.2001953125
1789285189.7922497,35200,-5749.8701171875
1789285231.0833938,35520,-5759.16015625
1789285251.557819,35680,-5752.47021484375
1789285272.060482,35840,-5743.169921875
1789285313.206493,36160,-5730.85009765625
1789285334.1743865,36320,-5732.83984375
1789285354.589382,36480,-5732.0400390625
1789285395.8708155,36800,-5725.4599609375
1789285416.7434473,36960,-5715.14013671875
1789285437.3869994,37120,-5725.0400390625
1789285458.1526504,37280,-5731.93994140625
1789285478.5977576,37440,-5728.06982421875
1789285499.3088384,37600,-5714.27978515625
1789285560.9324558,38080,-5695.759765625
1789285581.6046507,38240,-5698.3701171875
1789285623.4402697,38560,-5699.72998046875
1789285706.2647762,39200,-5689.9501953125
1789285726.792372,39360,-5681.47998046875
1789285768.1252599,39680,-5677.43994140625
1789285809.2516842,40000,-5673.35009765625
1789285829.9131355,40160,-5678.66015625
1789285933.1752937,40960,-5673.5
1789285995.1447797,41440,-5650.68994140625
1789286015.5951235,41600,-5655.66015625
1789286036.25596,41760,-5662.18994140625
1789286056.8993793,41920,-5666.43994140625
1789286098.1345317,42240,-5657.47998046875
1789286180.5045676,42880,-5635.9599609375
1789286222.3302925,43200,-5623.16015625
1789286263.2941854,43520,-5614.10009765625
1789286283.9737673,43680,-5613.18017578125
1789286304.981354,43840,-5625.990234375
1789286325.3689098,44000,-5613.25
1789286387.8336189,44480,-5622.7001953125
1789286408.4812207,44640,-5620.22998046875
1789286449.8385754,44960,-5614.169921875
1789286491.0022347,45280,-5621.77978515625
1789286531.7595062,45600,-5601.72021484375
1789286634.518186,46400,-5579.14990234375
1789286676.4283402,46720,-5557.83984375
1789286697.1904328,46880,-5567.89990234375
1789286759.3570359,47360,-5564.14013671875
1789286779.7914438,47520,-5561.240234375
1789286800.3812943,47680,-5551.490234375
1789286821.0088644,47840,-5542.2998046875
1789286842.207007,48000,-5551.7001953125
1789286862.7918534,48160,-5547.22998046875
1789286882.9812257,48320,-5539.02978515625
1789286903.6719365,48480,-5530.0498046875
1789286924.0255766,48640,-5521.759765625
1789287006.10796,49280,-5499.39013671875
1789287026.5869887,49440,-5499.41015625
1789287067.6745303,49760,-5504.85009765625
1789287129.3230839,50240,-5498.2001953125
1789287211.3557122,50880,-5507.3798828125
1789287232.032274,51040,-5501.85986328125
1789287252.323482,51200,-5498.830078125
1789287272.9264991,51360,-5497.1201171875
1789287313.5924582,51680,-5486.22021484375
1789287354.3985898,52000,-5475.64013671875
1789287374.8703656,52160,-5465.93994140625
1789287395.3873308,52320,-5471.009765625
1789287415.9899435,52480,-5465.08984375
1789287476.9689636,52960,-5437.43017578125
1789287497.4936402,53120,-5444.22021484375
1789287538.3362732,53440,-5432.8798828125
1789287619.9335163,54080,-5409.2900390625
1789287660.448481,54400,-5391.9599609375
1789287701.1436136,54720,-5385.41015625
1789287721.3332255,54880,-5369.919921875
1789287741.568725,55040,-5361.14013671875
1789287761.8305237,55200,-5349.0
1789287782.1340883,55360,-5342.75
1789287822.5671115,55680,-5348.91015625
1789287842.8048518,55840,-5338.10009765625
1789287903.6927915,56320,-5320.2001953125
1789287944.58835,56640,-5320.35009765625
1789287965.0175092,56800,-5324.5
1789288006.0416746,57120,-5318.259765625
1789288046.8165913,57440,-5323.91015625
1789288067.3902316,57600,-5326.580078125
1789288087.6732392,57760,-5328.35986328125
1789288128.5339508,58080,-5329.419921875
1789288149.0237367,58240,-5339.580078125
1789288172.5526733,58400,-5349.240234375
1789288192.9101086,58560,-5350.64990234375
1789288233.6422417,58880,-5349.85009765625
1789288253.969237,59040,-5347.0498046875
1789288294.773555,59360,-5354.47021484375
1789288315.0741138,59520,-5353.58984375
1789288355.3515117,59840,-5344.0
1789288396.0853124,60160,-5340.85009765625
1789288416.4015646,60320,-5348.169921875
1789288436.3990743,60480,-5343.490234375
1789288456.8081727,60640,-5343.02978515625
1789288477.1673756,60800,-5349.64990234375
1789288518.0545993,61120,-5343.1201171875
1789288538.419541,61280,-5345.7900390625
1789288599.9403708,61760,-5340.31982421875
1789288620.5170724,61920,-5341.009765625
1789288640.9593554,62080,-5338.9501953125
1789288661.6264129,62240,-5335.8701171875
1789288704.1961763,62560,-5353.22021484375
1789288724.6627877,62720,-5361.81005859375
1789288745.2420654,62880,-5364.18994140625
1789288765.7321246,63040,-5370.10986328125
1789288868.059342,63840,-5394.77978515625
1789288951.2363508,64480,-5435.02978515625
1789288972.2917488,64640,-5446.27978515625
1789289013.7352846,64960,-5457.93994140625
1789289034.1158633,65120,-5467.35986328125
1789289076.3589005,65440,-5490.43994140625
1789289223.2416306,66560,-5536.759765625
1789289243.8761756,66720,-5534.169921875
1789289305.4551158,67200,-5541.06982421875
1789289327.2332478,67360,-5555.31982421875
1789289349.0396364,67520,-5577.14990234375
1789289370.1344388,67680,-5585.02978515625
1789289411.5151987,68000,-5589.7099609375
1789289452.9377868,68320,-5584.58984375
1789289495.5392628,68640,-5579.2900390625
1789289536.4822295,68960,-5567.7099609375
1789289638.3494577,69760,-5505.3701171875
1789289720.293812,70400,-5480.93994140625
1789289741.6375885,70560,-5482.7900390625
1789289762.617204,70720,-5491.22021484375
1789289783.2025166,70880,-5486.5400390625
1789289824.0193596,71200,-5481.169921875
1789289844.5292792,71360,-5467.2099609375
1789289906.74416,71840,-5455.47998046875
1789289927.1188383,72000,-5449.22998046875
1789289968.7746177,72320,-5454.0400390625
1789290032.325064,72800,-5465.22998046875
1789290093.1922798,73280,-5460.60009765625
1789290114.2724214,73440,-5472.06982421875
1789290135.5596132,73600,-5493.4501953125
1789290156.0185819,73760,-5492.77001953125
1789290176.2478085,73920,-5494.60986328125
1789290217.541609,74240,-5510.64990234375
1789290238.5770683,74400,-5516.0
1789290259.716774,74560,-5510.47021484375
1789290280.4154835,74720,-5502.16015625
1789290300.626134,74880,-5498.97998046875
1789290321.225219,75040,-5497.240234375
1789290341.5099432,75200,-5495.31982421875
1789290383.73167,75520,-5498.2099609375
1789290426.7436357,75840,-5529.85986328125
1789290448.452969,76000,-5539.77978515625
1789290511.4391067,76480,-5540.91015625
1789290532.4985144,76640,-5542.22021484375
1789290616.1793163,77280,-5571.43017578125
1789290678.2739735,77760,-5554.93017578125
1789290698.7210681,77920,-5557.39013671875
1789290740.1851091,78240,-5545.81005859375
1789290760.9807193,78400,-5546.990234375
1789290803.5357282,78720,-5555.3701171875
1789290844.215489,79040,-5554.2900390625
1789290908.7062325,79520,-5547.009765625
1789290931.5027485,79680,-5546.14990234375
1789291063.3863094,80640,-5520.35009765625
1789291127.3063927,81120,-5527.89013671875
1789291148.6479766,81280,-5540.56005859375
1789291169.9490962,81440,-5542.56982421875
1789291211.860949,81760,-5562.6298828125
1789291232.6274612,81920,-5558.9599609375
1789291253.9791331,82080,-5558.490234375
1789291295.9260511,82400,-5549.08984375
1789291316.9861367,82560,-5544.83984375
1789291337.774425,82720,-5545.2998046875
1789291357.9909854,82880,-5545.83984375
1789291398.5044985,83200,-5552.77001953125
1789291419.1294134,83360,-5543.66015625
1789291502.5895576,84000,-5555.64013671875
1789291523.5301027,84160,-5566.2099609375
1789291647.8376896,85120,-5545.22998046875
1789291689.9118886,85440,-5534.490234375
1789291711.1046238,85600,-5529.7900390625
1789291732.371931,85760,-5537.75
1789291753.4491446,85920,-5551.919921875
1789291773.6578405,86080,-5552.43994140625
1789291793.8890843,86240,-5552.31005859375
1789291815.132705,86400,-5553.68017578125
1789291836.601746,86560,-5556.60009765625
1789291857.8479729,86720,-5562.72998046875
1789291881.0512042,86880,-5564.7099609375
1789291902.4385536,87040,-5568.1201171875
1789291923.703818,87200,-5587.919921875
1789291966.0480397,87520,-5603.81005859375
1789291987.4302363,87680,-5605.02001953125
1789292008.250455,87840,-5596.68017578125
1789292029.2065055,88000,-5597.22998046875
1789292071.0857913,88320,-5599.06005859375
1789292092.5095232,88480,-5604.22021484375
1789292113.8296356,88640,-5601.06005859375
1789292154.432454,88960,-5591.56982421875
1789292196.0522513,89280,-5580.77001953125
1789292237.661139,89600,-5567.240234375
1789292258.760811,89760,-5564.64013671875
1789292320.13226,90240,-5556.35986328125
1789292340.2563756,90400,-5536.56005859375
1789292360.6050572,90560,-5518.0
1789292401.3570611,90880,-5499.10009765625
1789292421.8491006,91040,-5499.4599609375
1789292441.9635322,91200,-5480.85986328125
1789292483.5149958,91520,-5463.35986328125
1789292524.955253,91840,-5448.89013671875
1789292545.8396864,92000,-5441.5
1789292586.4455354,92320,-5406.72021484375
1789292606.8101556,92480,-5386.56005859375
1789292627.1870697,92640,-5370.759765625
1789292647.8032396,92800,-5370.81982421875
1789292668.0514188,92960,-5377.39990234375
1789292688.4549077,93120,-5378.52001953125
1789292709.5575125,93280,-5367.10009765625
1789292731.8653069,93440,-5358.31982421875
1789292753.7617059,93600,-5361.5400390625
1789292797.0922306,93920,-5342.419921875
1789292818.885476,94080,-5345.02001953125
1789292840.6800635,94240,-5337.66015625
1789292904.6914167,94720,-5338.72021484375
1789292927.111563,94880,-5338.419921875
1789292950.256953,95040,-5335.31982421875
1789292993.5735521,95360,-5326.2099609375
1789293015.058958,95520,-5318.2001953125
1789293036.414415,95680,-5300.52978515625
1789293057.78619,95840,-5297.16015625
1789293100.744402,96160,-5302.6298828125
1789293144.53148,96480,-5323.5400390625
1789293166.0355067,96640,-5322.3798828125
1789293187.943833,96800,-5321.64990234375
1789293231.3060262,97120,-5323.85986328125
1789293274.4239707,97440,-5331.419921875
1789293317.9199557,97760,-5333.7900390625
1789293339.4869964,97920,-5342.3798828125
1789293361.0328548,98080,-5344.27978515625
1789293428.7271938,98560,-5405.18994140625
1789293514.9119644,99200,-5412.3701171875
1789293536.3534687,99360,-5418.56005859375
1789293579.4661973,99680,-5425.259765625
1789293600.6741078,99840,-5433.0
1789293643.5299203,100160,-5429.10009765625
1789293733.7542973,100800,-5445.02978515625
1789293758.084679,100960,-5444.4599609375
1789293800.5331845,101280,-5434.7900390625
1789293841.6837468,101600,-5428.39990234375
1789293923.2189558,102240,-5428.81005859375
1789293984.1755018,102720,-5378.8701171875
1789294004.2283473,102880,-5372.68017578125
1789294048.8447034,103200,-5367.2900390625
1789294070.164158,103360,-5368.6201171875
1789294091.0950804,103520,-5374.2900390625
1789294111.135345,103680,-5365.02001953125
1789294131.3270087,103840,-5360.419921875
1789294151.8246615,104000,-5360.18017578125
1789294172.0508378,104160,-5370.9501953125
1789294192.4524002,104320,-5378.60986328125
1789294212.7670496,104480,-5361.41015625
1789294294.4363463,105120,-5359.18994140625
1789294315.1820939,105280,-5364.919921875
1789294358.541378,105600,-5424.68017578125
1789294399.6658807,105920,-5428.06982421875
1789294420.106268,106080,-5425.68017578125
1789294440.3112407,106240,-5421.22998046875
1789294460.7158792,106400,-5421.990234375
1789294480.9664862,106560,-5416.0498046875
1789294501.2110665,106720,-5415.68017578125
1789294521.5211406,106880,-5424.330078125
1789294541.6670501,107040,-5428.3798828125
1789294561.9261339,107200,-5428.43994140625
1789294602.695182,107520,-5427.85986328125
1789294623.0570304,107680,-5439.97021484375
1789294643.3728716,107840,-5444.669921875
