Wall time,Step,Value
1789217684,240,-6975.833496
1789217784,760,-6907.894531
1789217821,1000,-6885
1789217918,1640,-6875.487793
1789217930,1720,-6878.046387
1789217949,1840,-6879.826172
1789217997,2160,-6880.259277
1789218015,2280,-6883.228027
1789218106,2880,-6876.972168
1789218123,3000,-6876.946777
1789218247,3800,-6866.07373
1789218296,4120,-6864.359863
1789218323,4280,-6851.919922
1789218447,5080,-6870.370117
1789218526,5600,-6890.02002
1789218592,6040,-6889.140137
1789218622,6240,-6884.799805
1789218640,6360,-6881.660156
1789218695,6720,-6897.390137
1789218761,7160,-6893.5
1789218791,7360,-6899.120117
1789218803,7440,-6906.629883
1789218809,7480,-6910.390137
1789218833,7640,-6916.759766
1789218882,7960,-6912.830078
1789218938,8320,-6947.75
1789218969,8520,-6936.740234
1789219036,8960,-6928.060059
1789219073,9200,-6929.220215
1789219104,9400,-6939.009766
1789219195,10000,-6934.77002
1789219230,10240,-6935.509766
1789219260,10440,-6929.830078
1789219302,10720,-6924.890137
1789219327,10880,-6923.029785
1789219339,10960,-6920.77002
1789219458,11720,-6923.620117
1789219489,11920,-6922.080078
1789219525,12160,-6915.790039
1789219556,12360,-6900.359863
1789219568,12440,-6902.790039
1789219616,12760,-6900.97998
1789219689,13240,-6909.959961
1789219744,13600,-6899.620117
1789219792,13920,-6901.589844
1789219887,14560,-6910.009766
1789219911,14720,-6904.5
1789219971,15120,-6902.459961
1789220240,16880,-6927.680176
1789220246,16920,-6929.540039
1789220352,17600,-6957.029785
1789220364,17680,-6952.560059
1789220370,17720,-6950.850098
1789220389,17840,-6953.240234
1789220481,18440,-6967.259766
1789220499,18560,-6968.830078
1789220505,18600,-6966.640137
1789220565,19000,-6977.569824
1789220668,19680,-6961.790039
1789220679,19760,-6957.189941
1789220795,20520,-6960.75
1789220808,20600,-6956.709961
1789220826,20720,-6954.75
1789220875,21040,-6939.160156
1789220912,21280,-6930.350098
1789220924,21360,-6928.709961
1789220942,21480,-6922.939941
1789220979,21720,-6916.100098
1789221009,21920,-6902
1789221070,22320,-6897.569824
1789221107,22560,-6886.959961
1789221143,22800,-6883.660156
1789221168,22960,-6894.560059
1789221205,23200,-6918.939941
1789221217,23280,-6918.100098
1789221247,23480,-6915.529785
1789221253,23520,-6914.700195
1789221290,23760,-6903.939941
1789221346,24120,-6902
1789221457,24840,-6908.790039
1789221469,24920,-6915.660156
1789221542,25400,-6918.049805
1789221584,25680,-6902.560059
1789221591,25720,-6904.689941
1789221603,25800,-6906.669922
1789221621,25920,-6913.450195
1789221633,26000,-6913.560059
1789221705,26480,-6910.589844
1789221722,26600,-6913.52002
1789221746,26760,-6912.450195
1789221763,26880,-6907.899902
1789221781,27000,-6891.97998
1789221805,27160,-6883.689941
1789221811,27200,-6876.839844
1789221834,27360,-6873.72998
1789221864,27560,-6884.279785
1789222018,28600,-6882.819824
1789222042,28760,-6874.930176
1789222066,28920,-6867.5
1789222072,28960,-6866.77002
1789222115,29240,-6880.560059
1789222169,29600,-6902.140137
1789222194,29760,-6912.569824
1789222218,29920,-6917.180176
1789222247,30120,-6931.189941
1789222271,30280,-6938.390137
1789222324,30640,-6925.779785
1789222347,30800,-6920.799805
1789222353,30840,-6921.22998
1789222360,30880,-6924.060059
1789222371,30960,-6923.359863
1789222377,31000,-6925.390137
1789222413,31240,-6924.379883
1789222442,31440,-6920.740234
1789222454,31520,-6925.549805
1789222484,31720,-6928.680176
1789222490,31760,-6921.319824
1789222496,31800,-6917.859863
1789222519,31960,-6918.790039
1789222543,32120,-6927.779785
1789222573,32320,-6930.109863
1789222579,32360,-6928.799805
1789222585,32400,-6923.180176
1789222722,33320,-6917.759766
1789222746,33480,-6917.689941
1789222941,34800,-6903.470215
1789222971,35000,-6901.129883
1789222983,35080,-6906.97998
1789223022,35320,-6905.589844
1789223074,35640,-6900.359863
1789223119,35880,-6920.890137
1789223147,36040,-6915.779785
1789223195,36320,-6905.970215
1789223209,36400,-6900.319824
1789223252,36640,-6890.549805
1789223265,36720,-6881.509766
1789223362,37280,-6884.209961
1789223370,37320,-6882.580078
1789223437,37720,-6875.319824
1789223457,37840,-6873.149902
1789223515,38200,-6843.129883
1789223540,38360,-6849.709961
1789223565,38520,-6840.629883
1789223621,38880,-6860.790039
1789223627,38920,-6865.549805
1789223664,39160,-6856.009766
