Wall time,Step,Value
1789221587.0612552,640,-7065.0625
1789221635.2263772,960,-7021.29150390625
1789221661.1585782,1120,-7083.89306640625
1789221711.431185,1440,-7030.91650390625
1789221762.590063,1760,-7079.52294921875
1789221788.3307936,1920,-7110.45849609375
1789221839.8140094,2240,-7114.41064453125
1789221865.6364946,2400,-7121.533203125
1789221891.0586348,2560,-7121.515625
1789221916.3246238,2720,-7119.7939453125
1789221943.129243,2880,-7115.41650390625
1789221970.7569463,3040,-7123.2763671875
1789221997.3122048,3200,-7135.03759765625
1789222024.7315679,3360,-7157.5478515625
1789222077.7835262,3680,-7142.05419921875
1789222128.2981155,4000,-7140.759765625
1789222153.938971,4160,-7151.31982421875
1789222280.881314,4960,-7165.35986328125
1789222307.058662,5120,-7166.72998046875
1789222357.23513,5440,-7185.93017578125
1789222382.8743744,5600,-7179.43017578125
1789222433.3946896,5920,-7172.27978515625
1789222510.596112,6400,-7201.7900390625
1789222536.96275,6560,-7219.1298828125
1789222588.2352114,6880,-7239.169921875
1789222614.2058008,7040,-7249.52001953125
1789222640.2383754,7200,-7254.97021484375
1789222665.6364248,7360,-7241.58984375
1789222717.1472483,7680,-7273.52001953125
1789222769.657603,8000,-7304.759765625
1789222795.5047848,8160,-7316.66015625
1789222873.775072,8640,-7385.77978515625
1789222899.9290857,8800,-7400.7001953125
1789222925.2423358,8960,-7393.68017578125
1789222949.9253361,9120,-7365.85986328125
1789222974.7592242,9280,-7345.52978515625
1789223051.1416993,9760,-7331.58984375
1789223076.6785336,9920,-7329.8701171875
1789223126.7008135,10240,-7293.740234375
1789223176.8540554,10560,-7240.10986328125
1789223202.1556072,10720,-7219.31982421875
1789223226.7434483,10880,-7213.91015625
1789223251.8091164,11040,-7186.18017578125
1789223276.860973,11200,-7169.14990234375
1789223328.133347,11520,-7171.72021484375
1789223354.5753357,11680,-7184.52978515625
1789223380.361123,11840,-7184.16015625
1789223406.6469548,12000,-7203.4599609375
1789223458.9680073,12320,-7216.60986328125
1789223511.3741417,12640,-7211.64013671875
1789223537.6166737,12800,-7222.7001953125
1789223591.0187337,13120,-7311.6298828125
1789223670.2072453,13600,-7424.72021484375
1789223696.413992,13760,-7448.919921875
1789223722.419196,13920,-7459.39990234375
1789223748.9058506,14080,-7498.35009765625
1789223775.2844055,14240,-7550.1201171875
1789223801.509988,14400,-7576.18017578125
